#node	identifier	domain_summary_url	annotation	other_names_and_aliases
SRP54	9606.ENSP00000451818	https://smart.embl.de/smart/DDvec.cgi?smart=504:SRP54_N(2|87)+AAA(100|277)+Pfam_SRP_SPB(326|431)+	Signal recognition particle 54 kDa protein; Binds to the signal sequence of presecretory protein when they emerge from the ribosomes and transfers them to TRAM (translocating chain-associating membrane protein)	1MFQ,1QB2,3.6.5.4,5L3Q,6729,AAC50994.1,AAH00652.1,AAH03389.1,AK300824,AK312853,AL049776,B2R759,B4DUW6,BAG35706.1,BAG62478.1,BC000652,BC003389,CAA60132.1,CCDS53893,CCDS53893.1,CCDS9652,CCDS9652.1,EC 3.6.5.4,ENSG00000100883,ENSP00000216774,ENSP00000440629,ENSP00000451037,ENSP00000451313,ENSP00000451647,ENSP00000451775,ENSP00000451818,ENST00000216774,ENST00000546080,ENST00000553544,ENST00000553923,ENST00000554803,ENST00000555317,ENST00000555535,ENST00000555557,ENST00000555746,ENST00000556380,ENST00000556445,ENST00000556992,ENST00000556994,G3V346,G3V3L9,G3V480,G3V4F7,HGNC:11301,HPA048977,Hs.167535,Hs.702481,NM_001146282,NM_001146282.1,NM_003136,NM_003136.3,NP_001139754,NP_001139754.1,NP_003127,NP_003127.1,NX_P61011,OMIM:604857,OTTHUMG00000140214,OTTHUMP00000178810,OTTHUMP00000244494,OTTHUMP00000244495,OTTHUMP00000244496,OTTHUMP00000244497,OTTHUMT00000276643,OTTHUMT00000410554,OTTHUMT00000410555,OTTHUMT00000410556,OTTHUMT00000410557,OTTHUMT00000410559,OTTHUMT00000410560,OTTHUMT00000410561,OTTHUMT00000410562,OTTHUMT00000410563,OTTHUMT00000410564,P13624,P61011,SRP54,SRP54-001,SRP54-002,SRP54-005,SRP54-006,SRP54-007,SRP54-008,SRP54-009,SRP54-010,SRP54-011,SRP54-012,SRP54-013,SRP54-201,SRP54-202,SRP54_HUMAN,Signal recognition particle 54 kDa protein,Signal recognition particle 54kDa,U51920,UPI0000135EE0,UPI0000E23861,UPI00021CF0E7,UPI00021CF0E8,UPI00021CF0E9,UPI00021CF0EA,X86373,XP_011535408.1,hsa:6729,signal recognition particle 54,signal recognition particle 54kDa,uc001wso.3,uc001wso.4,uc010tpp.2
SRP72	9606.ENSP00000342181	https://smart.embl.de/smart/DDvec.cgi?smart=671:Pfam_SRP_TPR_like(30|157)+Pfam_TPR_8(176|208)+Pfam_TPR_8(226|259)+Pfam_SRP72(531|588)+	Signal recognition particle subunit SRP72; Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane. Binds the 7S RNA only in presence of SRP68. This ribonucleoprotein complex might interact directly with the docking protein in the ER membrane and possibly participate in the elongation arrest function; Belongs to the SRP72 family	5M72,5M73,5WRV,5WRW,6731,AAC27324.1,AAC97490.1,AAH17057.1,AAH40134.1,AAH46143.1,ACJ13717.1,AF069765,AF077019,BC017057,BC040134,BC046143,BMFF,BMFS1,BX537991,CAD97950.1,CCDS3506,CCDS3506.1,CCDS58898,CCDS58898.1,EAX05496.1,EAX05497.1,EAX05498.1,ENSG00000174780,ENSP00000311101,ENSP00000340207,ENSP00000342181,ENSP00000379567,ENSP00000424576,ENSP00000425190,ENSP00000445887,ENSP00000473576,ENST00000309444,ENST00000340521,ENST00000342756,ENST00000396269,ENST00000504757,ENST00000505314,ENST00000507126,ENST00000510663,ENST00000537129,EU794663,G5E9Z8,HEL103,HGNC:11303,HPA034621,Hs.537696,Hs.605767,NM_001267722,NM_001267722.1,NM_006947,NM_006947.3,NP_001254651,NP_001254651.1,NP_008878,NP_008878.3,NX_O76094,O76094,OMIM:602122,OTTHUMG00000128843,OTTHUMP00000159063,OTTHUMP00000218924,OTTHUMP00000218925,OTTHUMP00000272275,OTTHUMT00000250782,OTTHUMT00000362149,OTTHUMT00000362151,OTTHUMT00000362152,OTTHUMT00000362155,Q7Z3C0,Q86X80,R4GNC1,SRP72,SRP72-001,SRP72-002,SRP72-004,SRP72-005,SRP72-008,SRP72_HUMAN,Signal recognition particle 72 kDa protein,Signal recognition particle 72kDa,Signal recognition particle subunit SRP72,Tetratricopeptide repeat domain containing,UPI000013EEB0,UPI0000EE2C9F,UPI0002B83256,UPI0002B8327B,V9HWK0,XM_005265765,XM_005265765.2,XP_005265822,XP_005265822.1,hsa:6731,signal recognition particle 72,signal recognition particle 72kDa,uc003hbv.3,uc003hbv.4,uc003hbx.3,uc010ihe.3,uc010ihe.4
STC2	9606.ENSP00000265087	https://smart.embl.de/smart/DDvec.cgi?smart=302:Pfam_Stanniocalcin(12|215)+	Stanniocalcin-2; Has an anti-hypocalcemic action on calcium and phosphate homeostasis; Belongs to the stanniocalcin family	8614,AAC27036.1,AAC97948.1,AAD01922.1,AAH00658.1,AAH06352.1,AAH13958.1,AAV38398.1,AB012664,AC106731,AF031036,AF055460,AF098462,AK027390,AK027663,AK075406,AK095891,B3KNF2,BAA33489.1,BAG51314.1,BAG51363.1,BAG52131.1,BAG53160.1,BC000658,BC006352,BC013958,BT019591,CAG46624.1,CCDS4388,CCDS4388.1,CR541825,E5RG57,EAW61399.1,EAW61400.1,EAW61401.1,ENSG00000113739,ENSP00000265087,ENSP00000327011,ENSP00000427816,ENSP00000428470,ENST00000265087,ENST00000323176,ENST00000518455,ENST00000519511,ENST00000520593,ENST00000520648,HGNC:11374,HPA045372,Hs.233160,Hs.594292,NM_003714,NM_003714.2,NP_003705,NP_003705.1,NX_O76061,O76061,OMIM:603665,OTTHUMG00000130542,OTTHUMP00000161103,OTTHUMP00000223603,OTTHUMP00000223604,OTTHUMT00000252965,OTTHUMT00000372719,OTTHUMT00000372720,OTTHUMT00000372721,OTTHUMT00000372722,Q6FHC9,STC-2,STC2,STC2-001,STC2-003,STC2-004,STC2-005,STC2-006,STC2_HUMAN,STCRP,Stanniocalcin 2,Stanniocalcin-2,Stanniocalcin-related protein,UPI00001360B8,UPI0001E8F27B,UPI0001E8F27C,hsa:8614,stanniocalcin 2,uc003mco.1,uc003mco.2
STOM	9606.ENSP00000286713	https://smart.embl.de/smart/DDvec.cgi?smart=288:PHB(52|211)+	Erythrocyte band 7 integral membrane protein; Regulates ion channel activity and transmembrane ion transport. Regulates ASIC2 and ASIC3 channel activity; Belongs to the band 7/mec-2 family	2040,A0A024R882,AAA58432.1,AAC50296.1,AAH10703.1,AK304449,AL359644,B1AM77,B4E2V5,BAG65267.1,BC010703,BI603242,BND7,CAA42671.1,CAA59436.1,CAG46897.1,CAH70728.1,CAH70729.1,CAH72706.1,CAH72707.1,CCDS6830,CCDS6830.1,CCDS6831,CCDS6831.1,CCDS75892,CCDS75892.1,CR542100,EAW87493.1,EAW87494.1,ENSG00000148175,ENSP00000286713,ENSP00000339607,ENSP00000362899,ENSP00000362901,ENSP00000408675,ENSP00000445764,ENST00000286713,ENST00000347359,ENST00000373794,ENST00000373796,ENST00000442659,ENST00000538954,EPB7,EPB72,Erythrocyte band 7 integral membrane protein,HGNC:3383,HPA010961,HPA011419,Hs.253903,M81635,NM_001270526,NM_001270526.1,NM_001270527,NM_001270527.1,NM_004099,NM_004099.5,NM_198194,NM_198194.2,NP_001257455,NP_001257455.1,NP_001257456,NP_001257456.1,NP_004090,NP_004090.4,NP_937837,NP_937837.1,NX_P27105,OMIM:133090,OTTHUMG00000020590,OTTHUMP00000022024,OTTHUMP00000022025,OTTHUMT00000053889,OTTHUMT00000053890,P27105,Protein 7.2b,Q14087,Q15609,Q5VX96,Q96FK4,STOM,STOM-001,STOM-002,STOM-201,STOM_HUMAN,Stomatin,U33925,U33926,U33927,U33928,U33929,U33930,U33931,UPI000013DE61,UPI00001E0573,UPI0002742D13,X60067,X85116,X85117,erythrocyte membrane protein band 7.2,hsa:2040,stomatin,uc004blh.4,uc004blh.5,uc004bli.4,uc031tex.1
STOML2	9606.ENSP00000348886	https://smart.embl.de/smart/DDvec.cgi?smart=356:PHB(36|194)+COIL(231|252)+Pfam_Band_7_C(259|321)+	Stomatin-like protein 2, mitochondrial; Mitochondrial protein that probably regulates the biogenesis and the activity of mitochondria. Stimulates cardiolipin biosynthesis, binds cardiolipin-enriched membranes where it recruits and stabilizes some proteins including prohibitin and may therefore act in the organization of functional microdomains in mitochondrial membranes. Through regulation of the mitochondrial function may play a role into several biological processes including cell migration, cell proliferation, T-cell activation, calcium homeostasis and cellular response to stress. M [...] 	30968,AAC07983.1,AAF09142.1,AAF29073.1,AAF91466.1,AAH02442.1,AAH03025.1,AAH10152.1,AAH14990.1,AF161458,AF190167,AF282596,AK027405,AK223102,AK303883,B4E1K7,BAB55091.1,BAD96822.1,BAG64819.1,BC002442,BC003025,BC010152,BC014990,CAB015944,CAH70998.1,CCDS6577,CCDS6577.1,CCDS69588,CCDS69588.1,CCDS75830,CCDS75830.1,D3DRN3,EAW58395.1,EAW58396.1,ENSG00000165283,ENSP00000298005,ENSP00000348886,ENSP00000367840,ENSP00000395743,ENSP00000434531,ENSP00000481672,ENST00000298005,ENST00000356493,ENST00000378577,ENST00000452248,ENST00000487490,ENST00000488050,ENST00000619795,EPB72-like 2,EPB72-like protein 2,F2Z2I8,HGNC:14559,HSPC108,NM_001287031,NM_001287031.1,NM_001287032,NM_001287032.1,NM_001287033,NM_001287033.1,NM_013442,NM_013442.2,NP_001273960,NP_001273960.1,NP_001273961,NP_001273961.1,NP_001273962,NP_001273962.1,NP_038470,NP_038470.1,NX_Q9UJZ1,O60376,OMIM:608292,OTTHUMG00000019851,OTTHUMP00000021320,OTTHUMP00000021321,OTTHUMT00000052273,OTTHUMT00000052274,OTTHUMT00000052276,Paraprotein target 7,Q53G29,Q96FY2,Q9P042,Q9UJZ1,SLP-2,SLP2,STML2_HUMAN,STOML2,STOML2-001,STOML2-002,STOML2-004,STOML2-201,STOML2-202,Stomatin (EPB72)-like 2,Stomatin-like protein 2, mitochondrial,UPI000006E47E,UPI0000458901,UPI00017A86BA,UPI0003C5F869,hsa:30968,stomatin (EPB72)-like 2,stomatin like 2,stomatin-like 2,uc003zwi.4,uc003zwi.5,uc011lou.3,uc033cps.1
SUN2	9606.ENSP00000385616	https://smart.embl.de/smart/DDvec.cgi?smart=738:TRANS(234|256)+COIL(425|456)+COIL(496|523)+Pfam_Sad1_UNC(602|736)+	SUN domain-containing protein 2; As a component of the LINC (LInker of Nucleoskeleton and Cytoskeleton) complex, involved in the connection between the nuclear lamina and the cytoskeleton. The nucleocytoplasmic interactions established by the LINC complex play an important role in the transmission of mechanical forces across the nuclear envelope and in nuclear movement and positioning. Specifically, SYNE2 and SUN2 assemble in arrays of transmembrane actin- associated nuclear (TAN) lines which are bound to F-actin cables and couple the nucleus to retrograde actin flow during actin- depe [...] 	25777,3UNP,4DXR,4DXS,4DXT,4FI9,A0A024R1P7,AAF15887.1,AAH30684.2,AAH69253.1,AAH94797.1,AAI11550.1,AAI11718.1,AAT90500.1,AB014568,AF202723,AL021806,AY682988,B0QY60,B0QY62,B0QY63,B0QY64,B0QY65,B0QY66,B0QY67,B0QY68,B0QY69,BAA31643.1,BC030684,BC069253,BC094797,BC111549,BC111717,BX537962,CAD97926.1,CAG30360.1,CAI21604.1,CAQ07913.1,CCDS13978,CCDS13978.1,CCDS56231,CCDS56231.1,CR456474,EAW60266.1,EAW60268.1,EAW60270.1,ENSG00000100242,ENSP00000216064,ENSP00000337871,ENSP00000380003,ENSP00000383992,ENSP00000385616,ENSP00000385740,ENSP00000390038,ENSP00000390154,ENSP00000393271,ENSP00000393436,ENSP00000393980,ENSP00000395601,ENSP00000395889,ENSP00000403694,ENSP00000406941,ENSP00000408834,ENSP00000409204,ENSP00000411615,ENSP00000412928,ENSP00000413578,ENSP00000414950,ENSP00000415588,ENSP00000416742,ENST00000216064,ENST00000336468,ENST00000396784,ENST00000405018,ENST00000405510,ENST00000406622,ENST00000411587,ENST00000414211,ENST00000415416,ENST00000417332,ENST00000417595,ENST00000420859,ENST00000427502,ENST00000429847,ENST00000430185,ENST00000433561,ENST00000435698,ENST00000438058,ENST00000439339,ENST00000452294,ENST00000455125,ENST00000456377,ENST00000456894,ENST00000464202,ENST00000469086,ENST00000470642,ENST00000477262,ENST00000480307,ENST00000494273,FRIGG,HGNC:14210,HPA001209,Hs.517622,Hs.744734,KIAA0668,NM_001199579,NM_001199579.1,NM_001199580,NM_001199580.1,NM_015374,NM_015374.2,NP_001186508,NP_001186508.1,NP_001186509,NP_001186509.1,NP_056189,NP_056189.1,NX_Q9UH99,O75156,OMIM:613569,OTTHUMG00000151031,OTTHUMP00000198989,OTTHUMP00000198990,OTTHUMP00000198991,OTTHUMP00000198992,OTTHUMP00000198993,OTTHUMP00000198994,OTTHUMP00000198995,OTTHUMP00000198996,OTTHUMP00000199094,OTTHUMP00000199095,OTTHUMP00000199096,OTTHUMP00000199097,OTTHUMT00000321057,OTTHUMT00000321058,OTTHUMT00000321059,OTTHUMT00000321060,OTTHUMT00000321061,OTTHUMT00000321062,OTTHUMT00000321063,OTTHUMT00000321064,OTTHUMT00000321065,OTTHUMT00000321066,OTTHUMT00000321067,OTTHUMT00000321068,OTTHUMT00000321069,OTTHUMT00000321070,OTTHUMT00000321071,OTTHUMT00000321243,OTTHUMT00000321244,OTTHUMT00000321245,Protein unc-84 homolog B,Q2NKN8,Q2T9F7,Q504T5,Q6B4H1,Q6NT72,Q7Z3E3,Q9UH99,RAB5IP,Rab5-interacting protein,SUN domain-containing protein 2,SUN2,SUN2-001,SUN2-002,SUN2-003,SUN2-004,SUN2-005,SUN2-006,SUN2-007,SUN2-008,SUN2-009,SUN2-010,SUN2-011,SUN2-012,SUN2-013,SUN2-014,SUN2-015,SUN2-017,SUN2-018,SUN2-019,SUN2_HUMAN,Sad1 and UNC84 domain containing 2,Sad1/unc-84 protein-like 2,UNC84B,UNC84B-001,UNC84B-002,UNC84B-003,UNC84B-004,UNC84B-005,UNC84B-006,UNC84B-007,UNC84B-008,UNC84B-009,UNC84B-010,UNC84B-011,UNC84B-012,UNC84B-013,UNC84B-014,UNC84B-015,UNC84B-017,UNC84B-018,UNC84B-019,UPI0000137937,UPI0001611146,UPI0001611147,UPI0001611149,UPI000161114A,UPI000161114B,UPI000161114C,UPI000161114D,UPI000161114E,UPI000161114F,UPI0004620C8A,XM_005261500,XM_005261500.2,XM_005261501,XM_005261501.2,XM_039332,XP_005261557,XP_005261557.1,XP_005261558,XP_005261558.1,hsa:25777,uc003awh.2,uc003awh.3,uc010gxq.2,uc010gxr.2,uc010gxr.3,unc-84 homolog B
TAPT1	9606.ENSP00000385347	https://smart.embl.de/smart/DDvec.cgi?smart=567:TRANS(122|144)+Pfam_DUF747(155|459)+	Transmembrane anterior posterior transformation protein 1 homolog; Plays a role in primary cilia formation. May act as a downstream effector of HOXC8 possibly by transducing or transmitting extracellular information required for axial skeletal patterning during development (By similarity). May be involved in cartilage and bone development (By similarity). May play a role in the differentiation of cranial neural crest cells (By similarity)	202018,AAF28308.1,AAH66899.1,AC110088,AF189251,AK074494,AK296104,AK299163,B4DJJ3,B4DR99,BAC11022.1,BAG58855.1,BAG61211.1,BC066899,CCDS47030,CCDS47030.1,CMVFR,Cytomegalovirus partial fusion receptor,D6RBK3,EAW92754.1,ENSG00000169762,ENSP00000302362,ENSP00000305198,ENSP00000382803,ENSP00000385347,ENSP00000422652,ENSP00000422752,ENSP00000423359,ENSP00000441277,ENST00000304566,ENST00000304584,ENST00000399920,ENST00000405303,ENST00000488714,ENST00000503858,ENST00000504281,ENST00000505152,ENST00000505317,ENST00000505603,ENST00000507425,ENST00000507728,ENST00000508886,ENST00000508888,ENST00000510868,ENST00000511156,ENST00000511866,ENST00000513359,ENST00000513782,ENST00000513833,ENST00000542770,FLJ90013,HGNC:26887,HPA042567,Hs.479223,Hs.696543,Hs.702884,NM_153365,NM_153365.2,NP_699196,NP_699196.2,NX_Q6NXT6,OCLSBG,OMIM:612758,OTTHUMG00000160177,OTTHUMP00000217738,OTTHUMP00000217739,OTTHUMP00000217740,OTTHUMP00000217741,OTTHUMT00000359568,OTTHUMT00000359569,OTTHUMT00000359571,OTTHUMT00000359572,OTTHUMT00000359573,OTTHUMT00000359574,OTTHUMT00000359575,OTTHUMT00000359576,OTTHUMT00000359577,OTTHUMT00000359578,OTTHUMT00000359579,OTTHUMT00000359580,OTTHUMT00000359581,OTTHUMT00000359582,OTTHUMT00000359583,OTTHUMT00000359584,OTTHUMT00000359585,Q6NXT6,Q8N2S3,Q9NZK9,TAPT1,TAPT1-001,TAPT1-002,TAPT1-004,TAPT1-005,TAPT1-006,TAPT1-007,TAPT1-008,TAPT1-009,TAPT1-010,TAPT1-011,TAPT1-012,TAPT1-013,TAPT1-014,TAPT1-015,TAPT1-016,TAPT1-017,TAPT1-018,TAPT1_HUMAN,UPI0000253B29,UPI0001D3B225,UPI0001D3B226,UPI0001D3B227,XM_005248139,XM_005248139.1,XM_005248140,XM_005248140.1,XM_005248141,XM_005248141.1,XM_005248142,XM_005248142.1,XP_005248196,XP_005248196.1,XP_005248197,XP_005248197.1,XP_005248198,XP_005248198.1,XP_005248199,XP_005248199.1,hsa:202018,uc010ied.1,uc010ied.2,uc011bxe.1
TARS2	9606.ENSP00000358060	https://smart.embl.de/smart/DDvec.cgi?smart=718:Pfam_TGS(61|121)+tRNA_SAD(228|277)+Pfam_tRNA-synt_2b(394|603)+Pfam_HGTP_anticodon(615|706)+	Threonine--tRNA ligase, mitochondrial; Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction: threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr). Also edits incorrectly charged tRNA(Thr) via its editing domain; Belongs to the class-II aminoacyl-tRNA synthetase family	6.1.1.3,80222,AAH00541.1,AAH07824.2,AAH09997.1,AK022590,AK222814,AK298773,AL512732,Aminoacyl tRNA synthetases, Class II,B4DQF3,BAB14117.1,BAD96534.1,BAG60915.1,BC000541,BC007824,BC009997,CAC21664.1,CAI15488.1,CCDS60251,CCDS60251.1,CCDS60252,CCDS60252.1,CCDS952,CCDS952.1,COXPD21,DKFZP667F1511,EAW53549.1,EC 6.1.1.3,ENSG00000143374,ENSP00000271635,ENSP00000290387,ENSP00000358047,ENSP00000358048,ENSP00000358049,ENSP00000358050,ENSP00000358060,ENSP00000415002,ENSP00000475551,ENSP00000475847,ENST00000271635,ENST00000290387,ENST00000369051,ENST00000369052,ENST00000369053,ENST00000369054,ENST00000369064,ENST00000438568,ENST00000460794,ENST00000462578,ENST00000463555,ENST00000466989,ENST00000467982,ENST00000479372,ENST00000480070,ENST00000483046,ENST00000606933,FLJ12528,HGNC:30740,HPA028626,Hs.288974,MIR6878,NM_001271895,NM_001271895.1,NM_001271896,NM_001271896.1,NM_025150,NM_025150.4,NP_001258824,NP_001258824.1,NP_001258825,NP_001258825.1,NP_079426,NP_079426.2,NR_106938,NR_106938.1,NX_Q9BW92,OMIM:612805,OTTHUMG00000012809,OTTHUMP00000014939,OTTHUMP00000014940,OTTHUMP00000014941,OTTHUMP00000273603,OTTHUMP00000273604,OTTHUMT00000035847,OTTHUMT00000035848,OTTHUMT00000035849,OTTHUMT00000087253,OTTHUMT00000087254,OTTHUMT00000087255,OTTHUMT00000087256,OTTHUMT00000087257,OTTHUMT00000087258,OTTHUMT00000087259,OTTHUMT00000095835,OTTHUMT00000095836,OTTHUMT00000471039,Q53GW7,Q5T5E9,Q96I50,Q9BW92,Q9H045,Q9H9V2,SYTM_HUMAN,TARS2,TARS2-001,TARS2-002,TARS2-003,TARS2-004,TARS2-005,TARS2-006,TARS2-007,TARS2-008,TARS2-009,TARS2-010,TARS2-011,TARS2-012,TARS2-013,TARS2-201,TARSL1,Threonine--tRNA ligase, mitochondrial,Threonyl-tRNA synthetase,Threonyl-tRNA synthetase-like 1,U3KQ50,U3KQG0,UPI00000492D1,UPI000006D02D,UPI000040D765,UPI0000E1EBE0,UPI00015E0C3C,UPI00038BAF67,hsa-mir-6878,hsa:80222,thrRS,threonine tRNA ligase 2, mitochondrial,threonyl-tRNA synthetase 2, mitochondrial,threonyl-tRNA synthetase-like 1,uc001euq.4,uc001euq.5,uc001eur.4,uc009wls.4,uc031por.1
TBCA	9606.ENSP00000306362	https://smart.embl.de/smart/DDvec.cgi?smart=129:Pfam_TBCA(9|90)+	Tubulin-specific chaperone A; Tubulin-folding protein; involved in the early step of the tubulin folding pathway	1H7C,6902,AAC39866.1,AAH18210.1,AAI05286.1,AAP36018.1,AC026717,AC035147,AC108482,AF038952,AK300031,AK312207,B4DT30,BAG35140.1,BAG61842.1,BC018210,BC105285,BT007354,CAG46967.1,CAG46983.1,CCDS4040,CCDS4040.1,CCDS75263,CCDS75263.1,CCDS78024,CR542170,CR542186,E5RHG6,E5RIW3,E5RIX8,E5RJD8,E5RJM1,EAW95810.1,ENSG00000171530,ENSP00000306362,ENSP00000369736,ENSP00000429046,ENSP00000429083,ENSP00000429288,ENSP00000429313,ENSP00000429793,ENST00000306388,ENST00000380377,ENST00000517679,ENST00000517881,ENST00000518218,ENST00000518338,ENST00000520039,ENST00000520361,ENST00000522370,HGNC:11579,HPA036487,Hs.291212,Hs.548875,Hs.645768,Hs.663525,NM_001297738,NM_001297738.1,NM_001297740,NM_001297740.1,NM_004607,NM_004607.2,NP_001284667,NP_001284667.1,NP_001284669,NP_001284669.1,NP_004598,NP_004598.1,NX_O75347,O75347,OMIM:610058,OTTHUMG00000102173,OTTHUMP00000128368,OTTHUMP00000222303,OTTHUMP00000222304,OTTHUMP00000222305,OTTHUMP00000222362,OTTHUMP00000222437,OTTHUMP00000222438,OTTHUMT00000220021,OTTHUMT00000369507,OTTHUMT00000369508,OTTHUMT00000369509,OTTHUMT00000369627,OTTHUMT00000369858,OTTHUMT00000369859,OTTHUMT00000369860,OTTHUMT00000369861,Q6FGD7,TBCA,TBCA-001,TBCA-002,TBCA-003,TBCA-004,TBCA-005,TBCA-006,TBCA-007,TBCA-008,TBCA-009,TBCA_HUMAN,TCP1-chaperonin cofactor A,Tubulin folding cofactor A,Tubulin-folding cofactor A,Tubulin-specific chaperone A,UPI000014A589,UPI0000E0969A,UPI0001637ABB,UPI00017A7AFC,UPI0001E8EF96,UPI0001E8EF97,UPI00020E35A1,XM_005248586,hsa:6902,tubulin folding cofactor A,tubulin-specific chaperone a,uc003kfh.1,uc003kfh.2,uc003kfi.1,uc003kfi.2
TBK1	9606.ENSP00000329967	https://smart.embl.de/smart/DDvec.cgi?smart=729:Pfam_Pkinase_Tyr(10|250)+	Serine/threonine-protein kinase TBK1; Serine/threonine kinase that plays an essential role in regulating inflammatory responses to foreign agents. Following activation of toll-like receptors by viral or bacterial components, associates with TRAF3 and TANK and phosphorylates interferon regulatory factors (IRFs) IRF3 and IRF7 as well as DDX3X. This activity allows subsequent homodimerization and nuclear translocation of the IRFs leading to transcriptional activation of pro-inflammatory and antiviral genes including IFNA and IFNB. In order to establish such an antiviral state, TBK1 form s [...] 	2.7.11.10,29110,4EFO,4EUT,4EUU,4IM0,4IM2,4IM3,4IW0,4IWO,4IWP,4IWQ,5EOA,5EOF,5EP6,615141,A8K4S4,AAF05989.1,AAF69106.1,AAH34950.1,AC136977,AF174536,AF191838,AK002192,AK291039,AK303683,B4E164,BAA92129.1,BAF83728.1,BAG64676.1,BC034950,CCDS8968,CCDS8968.1,CHEMBL5408,EAW97133.1,EC 2.7.11.10,ENSG00000183735,ENSP00000329967,ENSP00000444428,ENSP00000445628,ENSP00000445834,ENST00000331710,ENST00000536906,ENST00000538890,ENST00000539810,ENST00000540417,ENST00000541805,ENST00000545025,ENST00000545392,F5GZI4,F5H1A3,F5H206,FTDALS4,HGNC:11584,HPA045797,Hs.505874,Hs.613228,NAK,NF-kappa-B-activating kinase,NM_013254,NM_013254.3,NP_037386,NP_037386.1,NX_Q9UHD2,OMIM:604834,OTTHUMG00000168796,OTTHUMP00000239491,OTTHUMP00000239492,OTTHUMP00000239493,OTTHUMP00000239494,OTTHUMT00000401130,OTTHUMT00000401131,OTTHUMT00000401132,OTTHUMT00000401133,OTTHUMT00000401134,OTTHUMT00000401135,OTTHUMT00000401136,OTTHUMT00000401137,Q8IYV3,Q9NUJ5,Q9UHD2,Serine/threonine-protein kinase TBK1,T2K,TANK binding kinase 1,TANK-binding kinase 1,TBK1,TBK1-001,TBK1-002,TBK1-003,TBK1-004,TBK1-005,TBK1-006,TBK1-007,TBK1-008,TBK1_HUMAN,UPI0000035B47,UPI000204AC1D,UPI000204AC1E,UPI000204AC1F,XM_005268809,XM_005268810,XP_005268866,XP_005268866.1,XP_005268867,XP_005268867.1,hsa:29110,uc001ssc.2,uc001ssc.3
TBKBP1	9606.ENSP00000354777	https://smart.embl.de/smart/DDvec.cgi?smart=615:COIL(47|162)+COIL(222|277)+Pfam_TBD(288|342)+	TANK-binding kinase 1-binding protein 1; Adapter protein which constitutively binds TBK1 and IKBKE playing a role in antiviral innate immunity	9755,A7MCY6,AAI11419.1,AAI52408.1,AAI67150.1,AB018318,B2RZG6,BAA34495.2,BC111418,BC152407,BC167150,CCDS45722,CCDS45722.1,ENSG00000198933,ENSP00000354777,ENSP00000381264,ENSP00000446365,ENSP00000462339,ENSP00000484395,ENST00000361722,ENST00000398206,ENST00000537587,ENST00000578982,ENST00000622396,F5H1U4,HGNC:30140,Hs.94790,J3KS71,KIAA0775,NM_014726,NM_014726.2,NP_055541,NP_055541.1,NX_A7MCY6,O94873,OMIM:608476,OTTHUMG00000178286,OTTHUMP00000259031,OTTHUMP00000259032,OTTHUMP00000259033,OTTHUMT00000441361,OTTHUMT00000441362,OTTHUMT00000441363,ProSAPiP2,Q14DW3,SINTBAD,TANK-binding kinase 1-binding protein 1,TBK1 binding protein 1,TBKB1_HUMAN,TBKBP1,TBKBP1-001,TBKBP1-003,TBKBP1-004,TBKBP1-201,UPI000006E6FC,UPI0000DA6B7C,UPI000268B196,UPI000268B197,XM_005257859,XM_005257860,XM_005257861,XM_005257862,XM_006722199,XM_006722199.1,XP_005257916,XP_005257916.1,XP_005257917,XP_005257917.1,XP_005257918,XP_005257918.1,XP_005257919,XP_005257919.1,XP_006722262,XP_006722262.1,hsa:9755,uc002ilu.3,uc002ilu.4
